0,0,0,0,0,0,150142,0
0,0,0,0,0,536048,0,0
0,0,0,0,0,1918092,0,0
0,0,0,0,0,507148,0,0
0,0,0,0,0,1627906,0,0
0,0,501280,0,0,0,0,0
0,0,1498244,0,0,0,0,0
0,0,87430,0,0,0,0,0
84464,0,2720957,0,0,2092100,0,0
0,0,434450,0,0,0,0,0
800748,0,0,0,0,964585,0,0
0,0,683542,0,0,1085839,0,0
0,0,1548817,602463,0,0,0,0
0,0,0,0,0,1669143,0,0
309613,0,0,0,0,0,0,0
0,0,9600,0,0,0,0,0
0,0,959999,0,0,701629,0,0
0,0,722170,0,0,50400,0,0
2262122,0,1474097,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,778783,0,0,0,0,0
0,0,4902660,0,0,13502674,0,0
776911,0,0,0,0,180000,0,0
339400,0,0,0,0,0,0,0
0,0,0,0,0,1242753,0,0
0,0,0,194400,0,0,0,0
0,0,0,0,0,667549,0,0
0,0,0,0,0,117009,0,0
0,0,570619,536309,0,0,0,0
0,0,0,0,0,731618,0,0
0,0,845950,1172160,0,0,0,0
0,0,0,0,0,0,0,0
415024,0,3279727,0,0,549246,0,0
0,0,21400,0,0,0,0,0
0,0,792550,0,0,0,0,0
0,0,2780,0,0,0,0,0
0,0,0,0,0,383409,0,0
0,0,0,0,0,9075618,0,0
280445,0,0,0,0,0,0,0
0,0,0,414263,0,0,0,0
225000,0,0,0,0,0,0,0
0,0,0,0,0,1689631,0,0
0,0,0,0,100000,0,0,0
0,0,402000,0,0,0,0,0
0,0,0,0,0,241072,0,0
0,0,0,0,0,146761,0,0
0,0,0,0,0,0,0,38000
0,0,0,0,0,372577,0,0
0,0,0,0,0,1924335,0,0
0,0,0,0,0,157996,0,0
1602800,0,0,0,0,0,0,0
0,0,0,341520,0,0,0,0
0,0,0,274800,0,0,0,0
0,0,0,1086719,0,0,0,0
0,0,0,0,0,231283,0,0
0,0,206351,0,0,0,0,0
0,0,2292100,0,0,0,0,0
0,0,1918070,0,0,0,0,0
278800,0,0,0,0,0,0,0
0,0,0,0,0,2000000,0,0
0,0,105990,0,0,0,0,0
0,0,0,0,0,309235,0,0
183470,0,0,0,0,0,0,0
0,0,1400000,0,0,0,0,0
0,0,0,0,0,1616328,0,0
2495180,0,0,0,0,0,0,0
0,0,0,0,0,1499110,0,0
0,0,152870,0,0,333002,0,0
0,0,2500000,0,0,0,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,231283,0,0
0,0,0,223778,0,0,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,0,231283,0,0
183470,0,0,0,0,0,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,299558,0,0
0,0,0,0,0,221606,0,0
0,0,206351,0,0,0,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,221606,0,0
0,0,0,254721,0,0,0,0
0,0,0,0,0,110803,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,231283,0,0
100000,0,0,0,0,0,0,0
243848,0,0,0,0,0,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,0,309235,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,0,299558,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,0,299558,0,0
0,0,0,0,0,309235,0,0
0,0,0,0,0,309235,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,100000,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,221606,0,0
0,0,0,161969,0,0,0,0
259293,0,0,0,0,0,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,100000,0,0
100000,0,0,0,0,0,0,0
0,0,0,0,0,100000,0,0
0,0,0,0,0,0,0,0
259293,0,0,0,0,0,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,115774,0,0,0
359082,0,0,0,0,0,0,0
0,0,0,0,0,100000,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,242112,0,0
0,0,0,0,0,1973325,0,0
1047000,0,0,0,0,0,0,0
2000000,0,0,0,0,0,0,0
0,0,0,0,0,1774178,0,0
0,0,0,1992438,0,0,0,0
0,0,0,0,0,361034,0,0
0,420219,0,0,0,0,0,0
0,0,0,0,0,25200,0,0
0,0,0,0,0,1470302,0,0
0,0,1049970,0,0,0,0,0
0,0,0,0,0,1027994,0,0
0,0,0,0,0,93119,0,0
0,0,0,0,0,549623,0,0
0,0,0,90300,0,0,0,0
0,0,200000,0,0,0,0,0
0,0,519220,0,0,0,0,0
387183,0,0,0,0,0,0,0
0,0,0,0,0,221606,0,0
0,0,0,0,0,516402,0,0
1813000,0,0,0,0,98000,0,0
252811,0,0,0,0,588813,0,0
0,0,0,0,0,285276,0,0
0,0,0,0,0,290557,0,0
0,0,0,796710,0,0,0,0
0,0,0,0,0,231283,0,0
0,0,0,0,0,2082814,0,0
0,0,0,0,0,171741,0,0
